xflr5 v6.47

Kea Atmos
T4-2.0°-VLM2
QInf  =   20.000000 m/s
Alpha =    2.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.834569
Cy    =   -0.000000
Cd    =    0.023658     ICd   =    0.012528     PCd   =    0.011131
Cl   = 3.47646e-17
Cm   =   -0.124199
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.600947     YCP   =   -0.000000     ZCP   =    0.096805  
XNP   =    0.000000
Bending =   12.813120

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
 701       4.533e-01       4.614e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5805
Strip 55
 702       7.489e-01       5.229e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 703       7.424e-01       5.229e-01       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6945
 704       7.277e-01       5.228e-01       3.550e-02           0.178          -0.000           0.984       1.284e-03          0.7700
 705       7.055e-01       5.227e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8420
 706       6.772e-01       5.226e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9150
 707       6.444e-01       5.225e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9350
 708       6.090e-01       5.225e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9295
 709       5.731e-01       5.225e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9411
 710       5.388e-01       5.225e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9392
 711       5.080e-01       5.226e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9271
 712       4.826e-01       5.227e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8887
 713       4.640e-01       5.228e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7258
 714       4.533e-01       5.229e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5774
Strip 56
 715       7.489e-01       5.844e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 716       7.424e-01       5.844e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6945
 717       7.277e-01       5.843e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7699
 718       7.055e-01       5.842e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8419
 719       6.772e-01       5.840e-01       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9149
 720       6.444e-01       5.840e-01       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9348
 721       6.090e-01       5.839e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9292
 722       5.731e-01       5.839e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9407
 723       5.388e-01       5.840e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9387
 724       5.080e-01       5.841e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9264
 725       4.826e-01       5.842e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8878
 726       4.640e-01       5.843e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7243
 727       4.533e-01       5.844e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5738
Strip 57
 728       7.489e-01       6.460e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 729       7.424e-01       6.459e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 730       7.277e-01       6.458e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7698
 731       7.055e-01       6.456e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8417
 732       6.772e-01       6.455e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9147
 733       6.444e-01       6.454e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9345
 734       6.090e-01       6.454e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9288
 735       5.731e-01       6.454e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9402
 736       5.388e-01       6.455e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9382
 737       5.080e-01       6.456e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9257
 738       4.826e-01       6.457e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8867
 739       4.640e-01       6.458e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7225
 740       4.533e-01       6.459e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5696
Strip 58
 741       7.489e-01       7.075e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 742       7.424e-01       7.074e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 743       7.277e-01       7.073e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7697
 744       7.055e-01       7.071e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8416
 745       6.772e-01       7.070e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9144
 746       6.444e-01       7.069e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9342
 747       6.090e-01       7.069e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9284
 748       5.731e-01       7.069e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9398
 749       5.388e-01       7.069e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9376
 750       5.080e-01       7.070e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9249
 751       4.826e-01       7.072e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8855
 752       4.640e-01       7.073e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7206
 753       4.533e-01       7.074e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5650
Strip 59
 754       7.489e-01       7.690e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4530
 755       7.424e-01       7.689e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6943
 756       7.277e-01       7.688e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7696
 757       7.055e-01       7.686e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8414
 758       6.772e-01       7.685e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9142
 759       6.444e-01       7.684e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9339
 760       6.090e-01       7.683e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9280
 761       5.731e-01       7.683e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9392
 762       5.388e-01       7.684e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9369
 763       5.080e-01       7.685e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9239
 764       4.826e-01       7.687e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8842
 765       4.640e-01       7.688e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7184
 766       4.533e-01       7.690e-01       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5599
Strip 60
 767       7.489e-01       8.305e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 768       7.424e-01       8.304e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6943
 769       7.277e-01       8.303e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7695
 770       7.055e-01       8.301e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8412
 771       6.772e-01       8.300e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9140
 772       6.444e-01       8.298e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9336
 773       6.090e-01       8.298e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9276
 774       5.731e-01       8.298e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9386
 775       5.388e-01       8.299e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9361
 776       5.080e-01       8.300e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9229
 777       4.826e-01       8.302e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8828
 778       4.640e-01       8.303e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7159
 779       4.533e-01       8.305e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5541
Strip 61
 780       7.489e-01       8.920e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4529
 781       7.424e-01       8.920e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 782       7.277e-01       8.918e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7694
 783       7.055e-01       8.916e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8410
 784       6.772e-01       8.914e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9137
 785       6.444e-01       8.913e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9332
 786       6.090e-01       8.913e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9271
 787       5.731e-01       8.913e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9380
 788       5.388e-01       8.913e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9353
 789       5.080e-01       8.915e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9218
 790       4.826e-01       8.917e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8811
 791       4.640e-01       8.918e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7132
 792       4.533e-01       8.920e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5477
Strip 62
 793       7.489e-01       9.536e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4529
 794       7.424e-01       9.535e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 795       7.277e-01       9.533e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7692
 796       7.055e-01       9.531e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8408
 797       6.772e-01       9.529e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9134
 798       6.444e-01       9.528e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9328
 799       6.090e-01       9.527e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9266
 800       5.731e-01       9.527e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9373
 801       5.388e-01       9.528e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9344
 802       5.080e-01       9.530e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9205
 803       4.826e-01       9.532e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8793
 804       4.640e-01       9.533e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7102
 805       4.533e-01       9.535e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5405
Strip 63
 806       7.489e-01       1.015e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4529
 807       7.424e-01       1.015e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6941
 808       7.277e-01       1.015e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7691
 809       7.055e-01       1.015e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8407
 810       6.772e-01       1.014e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9131
 811       6.444e-01       1.014e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9324
 812       6.090e-01       1.014e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9260
 813       5.731e-01       1.014e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9366
 814       5.388e-01       1.014e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9334
 815       5.080e-01       1.014e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9192
 816       4.826e-01       1.015e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8773
 817       4.640e-01       1.015e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7069
 818       4.533e-01       1.015e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5325
Strip 64
 819       7.489e-01       1.077e+00       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4529
 820       7.424e-01       1.077e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6941
 821       7.277e-01       1.076e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 822       7.055e-01       1.076e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8405
 823       6.772e-01       1.076e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9129
 824       6.444e-01       1.076e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9320
 825       6.090e-01       1.076e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9254
 826       5.731e-01       1.076e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9358
 827       5.388e-01       1.076e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9323
 828       5.080e-01       1.076e+00       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9177
 829       4.826e-01       1.076e+00       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8751
 830       4.640e-01       1.076e+00       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7031
 831       4.533e-01       1.077e+00       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5234
Strip 65
 832       7.489e-01       1.138e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 833       7.424e-01       1.138e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 834       7.277e-01       1.138e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 835       7.055e-01       1.138e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 836       6.772e-01       1.137e+00       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9126
 837       6.444e-01       1.137e+00       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9316
 838       6.090e-01       1.137e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9249
 839       5.731e-01       1.137e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9350
 840       5.388e-01       1.137e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9311
 841       5.080e-01       1.137e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9160
 842       4.826e-01       1.138e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8726
 843       4.640e-01       1.138e+00       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.6988
 844       4.533e-01       1.138e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5131
Strip 66
 845       7.489e-01       1.200e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 846       7.424e-01       1.200e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 847       7.277e-01       1.199e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 848       7.055e-01       1.199e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 849       6.772e-01       1.199e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9125
 850       6.444e-01       1.199e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9313
 851       6.090e-01       1.199e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9243
 852       5.731e-01       1.199e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9341
 853       5.388e-01       1.199e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9298
 854       5.080e-01       1.199e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9141
 855       4.826e-01       1.199e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8698
 856       4.640e-01       1.199e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6939
 857       4.533e-01       1.200e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5012
Strip 67
 858       7.489e-01       1.261e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 859       7.424e-01       1.261e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 860       7.277e-01       1.261e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7691
 861       7.055e-01       1.261e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 862       6.772e-01       1.260e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9125
 863       6.444e-01       1.260e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9311
 864       6.090e-01       1.260e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9239
 865       5.731e-01       1.260e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9333
 866       5.388e-01       1.260e+00       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9285
 867       5.080e-01       1.260e+00       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9120
 868       4.826e-01       1.261e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8665
 869       4.640e-01       1.261e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6881
 870       4.533e-01       1.261e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.4870
Strip 68
 871       7.489e-01       1.323e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4532
 872       7.424e-01       1.323e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6946
 873       7.277e-01       1.322e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7693
 874       7.055e-01       1.322e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8406
 875       6.772e-01       1.322e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9127
 876       6.444e-01       1.322e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9313
 877       6.090e-01       1.322e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9237
 878       5.731e-01       1.322e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9327
 879       5.388e-01       1.322e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9272
 880       5.080e-01       1.322e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9096
 881       4.826e-01       1.322e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8624
 882       4.640e-01       1.322e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6807
 883       4.533e-01       1.323e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.4688
Strip 69
 884       7.489e-01       1.384e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4532
 885       7.424e-01       1.384e+00       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6947
 886       7.277e-01       1.384e+00       3.550e-02           0.178          -0.000           0.984       1.284e-03          0.7696
 887       7.055e-01       1.384e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8411
 888       6.772e-01       1.383e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9135
 889       6.444e-01       1.383e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9320
 890       6.090e-01       1.383e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9242
 891       5.731e-01       1.383e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9326
 892       5.388e-01       1.383e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9262
 893       5.080e-01       1.383e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9071
 894       4.826e-01       1.384e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8571
 895       4.640e-01       1.384e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6701
 896       4.533e-01       1.384e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.4421
Strip 70
 897       7.489e-01       1.448e+00       3.560e-02           0.284          -0.150           0.947       3.063e-04          0.4532
 898       7.424e-01       1.448e+00       3.738e-02           0.248          -0.152           0.957       8.918e-04          0.6945
 899       7.277e-01       1.448e+00       4.077e-02           0.178          -0.154           0.972       1.406e-03          0.7691
 900       7.055e-01       1.448e+00       4.445e-02           0.132          -0.155           0.979       1.839e-03          0.8403
 901       6.772e-01       1.447e+00       4.789e-02           0.091          -0.156           0.984       2.165e-03          0.9125
 902       6.444e-01       1.447e+00       5.046e-02           0.043          -0.156           0.987       2.366e-03          0.9306
 903       6.090e-01       1.447e+00       5.159e-02          -0.000          -0.156           0.988       2.435e-03          0.9224
 904       5.731e-01       1.447e+00       5.127e-02          -0.036          -0.156           0.987       2.366e-03          0.9304
 905       5.388e-01       1.447e+00       4.969e-02          -0.078          -0.156           0.985       2.163e-03          0.9235
 906       5.080e-01       1.447e+00       4.697e-02          -0.124          -0.155           0.980       1.837e-03          0.9035
 907       4.826e-01       1.448e+00       4.349e-02          -0.182          -0.154           0.971       1.407e-03          0.8520
 908       4.640e-01       1.448e+00       3.977e-02          -0.263          -0.151           0.953       8.954e-04          0.6617
 909       4.533e-01       1.448e+00       3.675e-02          -0.345          -0.147           0.927       3.129e-04          0.4224
Strip 71
 910       7.489e-01       1.515e+00       4.614e-02           0.284          -0.150           0.947       3.063e-04          0.4528
 911       7.424e-01       1.515e+00       4.792e-02           0.248          -0.152           0.957       8.918e-04          0.6936
 912       7.277e-01       1.514e+00       5.131e-02           0.178          -0.154           0.972       1.406e-03          0.7676
 913       7.055e-01       1.514e+00       5.499e-02           0.132          -0.155           0.979       1.839e-03          0.8381
 914       6.772e-01       1.514e+00       5.843e-02           0.091          -0.156           0.984       2.165e-03          0.9095
 915       6.444e-01       1.514e+00       6.100e-02           0.043          -0.156           0.987       2.366e-03          0.9271
 916       6.090e-01       1.513e+00       6.212e-02          -0.000          -0.156           0.988       2.435e-03          0.9186
 917       5.731e-01       1.514e+00       6.180e-02          -0.036          -0.156           0.987       2.366e-03          0.9264
 918       5.388e-01       1.514e+00       6.023e-02          -0.078          -0.156           0.985       2.163e-03          0.9193
 919       5.080e-01       1.514e+00       5.751e-02          -0.124          -0.155           0.980       1.837e-03          0.8995
 920       4.826e-01       1.514e+00       5.402e-02          -0.182          -0.154           0.971       1.407e-03          0.8484
 921       4.640e-01       1.514e+00       5.031e-02          -0.263          -0.151           0.953       8.954e-04          0.6583
 922       4.533e-01       1.515e+00       4.730e-02          -0.345          -0.147           0.927       3.129e-04          0.4170
Strip 72
 923       7.489e-01       1.581e+00       5.668e-02           0.284          -0.150           0.947       3.063e-04          0.4522
 924       7.424e-01       1.581e+00       5.847e-02           0.248          -0.152           0.957       8.918e-04          0.6926
 925       7.277e-01       1.581e+00       6.185e-02           0.178          -0.154           0.972       1.406e-03          0.7662
 926       7.055e-01       1.581e+00       6.553e-02           0.132          -0.155           0.979       1.839e-03          0.8362
 927       6.772e-01       1.580e+00       6.896e-02           0.091          -0.156           0.984       2.165e-03          0.9070
 928       6.444e-01       1.580e+00       7.153e-02           0.043          -0.156           0.987       2.366e-03          0.9243
 929       6.090e-01       1.580e+00       7.266e-02          -0.000          -0.156           0.988       2.435e-03          0.9155
 930       5.731e-01       1.580e+00       7.234e-02          -0.036          -0.156           0.987       2.366e-03          0.9230
 931       5.388e-01       1.580e+00       7.076e-02          -0.078          -0.156           0.985       2.163e-03          0.9157
 932       5.080e-01       1.580e+00       6.805e-02          -0.124          -0.155           0.980       1.837e-03          0.8956
 933       4.826e-01       1.581e+00       6.456e-02          -0.182          -0.154           0.971       1.407e-03          0.8438
 934       4.640e-01       1.581e+00       6.085e-02          -0.263          -0.151           0.953       8.954e-04          0.6519
 935       4.533e-01       1.581e+00       5.784e-02          -0.345          -0.147           0.927       3.129e-04          0.4032
Strip 73
 936       7.489e-01       1.648e+00       6.722e-02           0.284          -0.150           0.947       3.063e-04          0.4517
 937       7.424e-01       1.648e+00       6.901e-02           0.248          -0.152           0.957       8.918e-04          0.6917
 938       7.277e-01       1.647e+00       7.239e-02           0.178          -0.154           0.972       1.406e-03          0.7648
 939       7.055e-01       1.647e+00       7.607e-02           0.132          -0.155           0.979       1.839e-03          0.8344
 940       6.772e-01       1.647e+00       7.950e-02           0.091          -0.156           0.984       2.165e-03          0.9048
 941       6.444e-01       1.647e+00       8.206e-02           0.043          -0.156           0.987       2.366e-03          0.9217
 942       6.090e-01       1.646e+00       8.319e-02          -0.000          -0.156           0.988       2.435e-03          0.9126
 943       5.731e-01       1.647e+00       8.287e-02          -0.036          -0.156           0.987       2.366e-03          0.9197
 944       5.388e-01       1.647e+00       8.130e-02          -0.078          -0.156           0.985       2.163e-03          0.9120
 945       5.080e-01       1.647e+00       7.858e-02          -0.124          -0.155           0.980       1.837e-03          0.8913
 946       4.826e-01       1.647e+00       7.510e-02          -0.182          -0.154           0.971       1.407e-03          0.8383
 947       4.640e-01       1.648e+00       7.139e-02          -0.263          -0.151           0.953       8.954e-04          0.6437
 948       4.533e-01       1.648e+00       6.838e-02          -0.345          -0.147           0.927       3.129e-04          0.3851
Strip 74
 949       7.489e-01       1.714e+00       7.776e-02           0.284          -0.150           0.947       3.063e-04          0.4511
 950       7.424e-01       1.714e+00       7.955e-02           0.248          -0.152           0.957       8.918e-04          0.6907
 951       7.277e-01       1.714e+00       8.293e-02           0.178          -0.154           0.972       1.406e-03          0.7635
 952       7.055e-01       1.714e+00       8.660e-02           0.132          -0.155           0.979       1.839e-03          0.8327
 953       6.772e-01       1.713e+00       9.003e-02           0.091          -0.156           0.984       2.165e-03          0.9027
 954       6.444e-01       1.713e+00       9.260e-02           0.043          -0.156           0.987       2.366e-03          0.9192
 955       6.090e-01       1.713e+00       9.372e-02          -0.000          -0.156           0.988       2.435e-03          0.9096
 956       5.731e-01       1.713e+00       9.340e-02          -0.036          -0.156           0.987       2.366e-03          0.9164
 957       5.388e-01       1.713e+00       9.183e-02          -0.078          -0.156           0.985       2.163e-03          0.9081
 958       5.080e-01       1.713e+00       8.912e-02          -0.124          -0.155           0.980       1.837e-03          0.8865
 959       4.826e-01       1.714e+00       8.564e-02          -0.182          -0.154           0.971       1.407e-03          0.8320
 960       4.640e-01       1.714e+00       8.193e-02          -0.263          -0.151           0.953       8.954e-04          0.6341
 961       4.533e-01       1.714e+00       7.892e-02          -0.345          -0.147           0.927       3.129e-04          0.3635
Strip 75
 962       7.489e-01       1.781e+00       8.831e-02           0.284          -0.150           0.947       3.063e-04          0.4506
 963       7.424e-01       1.781e+00       9.009e-02           0.248          -0.152           0.957       8.918e-04          0.6898
 964       7.277e-01       1.781e+00       9.347e-02           0.178          -0.154           0.972       1.406e-03          0.7622
 965       7.055e-01       1.780e+00       9.714e-02           0.132          -0.155           0.979       1.839e-03          0.8310
 966       6.772e-01       1.780e+00       1.006e-01           0.091          -0.156           0.984       2.165e-03          0.9005
 967       6.444e-01       1.780e+00       1.031e-01           0.043          -0.156           0.987       2.366e-03          0.9166
 968       6.090e-01       1.780e+00       1.043e-01          -0.000          -0.156           0.988       2.435e-03          0.9066
 969       5.731e-01       1.780e+00       1.039e-01          -0.036          -0.156           0.987       2.366e-03          0.9128
 970       5.388e-01       1.780e+00       1.024e-01          -0.078          -0.156           0.985       2.163e-03          0.9038
 971       5.080e-01       1.780e+00       9.965e-02          -0.124          -0.155           0.980       1.837e-03          0.8812
 972       4.826e-01       1.780e+00       9.618e-02          -0.182          -0.154           0.971       1.407e-03          0.8250
 973       4.640e-01       1.781e+00       9.247e-02          -0.263          -0.151           0.953       8.954e-04          0.6233
 974       4.533e-01       1.781e+00       8.946e-02          -0.345          -0.147           0.927       3.129e-04          0.3388
Strip 76
 975       7.489e-01       1.848e+00       9.885e-02           0.284          -0.150           0.947       3.063e-04          0.4501
 976       7.424e-01       1.847e+00       1.006e-01           0.248          -0.152           0.957       8.918e-04          0.6889
