xflr5 v6.47

Kea Atmos
T4-2.0°-VLM2
QInf  =   20.000000 m/s
Alpha =    2.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.834569
Cy    =   -0.000000
Cd    =    0.023658     ICd   =    0.012528     PCd   =    0.011131
Cl   = 3.47646e-17
Cm   =   -0.124199
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.600947     YCP   =   -0.000000     ZCP   =    0.096805  
XNP   =    0.000000
Bending =   12.813120

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
 284       4.640e-01      -1.514e+00       5.031e-02          -0.263           0.151           0.953       8.954e-04          0.6583
 285       4.533e-01      -1.515e+00       4.730e-02          -0.345           0.147           0.927       3.129e-04          0.4170
Strip 23
 286       7.489e-01      -1.448e+00       3.560e-02           0.284           0.150           0.947       3.063e-04          0.4532
 287       7.424e-01      -1.448e+00       3.738e-02           0.248           0.152           0.957       8.918e-04          0.6945
 288       7.277e-01      -1.448e+00       4.077e-02           0.178           0.154           0.972       1.406e-03          0.7691
 289       7.055e-01      -1.448e+00       4.445e-02           0.132           0.155           0.979       1.839e-03          0.8403
 290       6.772e-01      -1.447e+00       4.789e-02           0.091           0.156           0.984       2.165e-03          0.9125
 291       6.444e-01      -1.447e+00       5.046e-02           0.043           0.156           0.987       2.366e-03          0.9306
 292       6.090e-01      -1.447e+00       5.159e-02          -0.000           0.156           0.988       2.435e-03          0.9224
 293       5.731e-01      -1.447e+00       5.127e-02          -0.036           0.156           0.987       2.366e-03          0.9304
 294       5.388e-01      -1.447e+00       4.969e-02          -0.078           0.156           0.985       2.163e-03          0.9235
 295       5.080e-01      -1.447e+00       4.697e-02          -0.124           0.155           0.980       1.837e-03          0.9035
 296       4.826e-01      -1.448e+00       4.349e-02          -0.182           0.154           0.971       1.407e-03          0.8520
 297       4.640e-01      -1.448e+00       3.977e-02          -0.263           0.151           0.953       8.954e-04          0.6617
 298       4.533e-01      -1.448e+00       3.675e-02          -0.345           0.147           0.927       3.129e-04          0.4224
Strip 24
 299       7.489e-01      -1.384e+00       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4532
 300       7.424e-01      -1.384e+00       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6947
 301       7.277e-01      -1.384e+00       3.550e-02           0.178          -0.000           0.984       1.284e-03          0.7696
 302       7.055e-01      -1.384e+00       3.918e-02           0.132          -0.000           0.991       1.679e-03          0.8411
 303       6.772e-01      -1.383e+00       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9135
 304       6.444e-01      -1.383e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9320
 305       6.090e-01      -1.383e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9242
 306       5.731e-01      -1.383e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9326
 307       5.388e-01      -1.383e+00       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9262
 308       5.080e-01      -1.383e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9071
 309       4.826e-01      -1.384e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8571
 310       4.640e-01      -1.384e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6701
 311       4.533e-01      -1.384e+00       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.4421
Strip 25
 312       7.489e-01      -1.323e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4532
 313       7.424e-01      -1.323e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6946
 314       7.277e-01      -1.322e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7693
 315       7.055e-01      -1.322e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8406
 316       6.772e-01      -1.322e+00       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9127
 317       6.444e-01      -1.322e+00       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9313
 318       6.090e-01      -1.322e+00       4.632e-02          -0.000          -0.000           1.000       2.223e-03          0.9237
 319       5.731e-01      -1.322e+00       4.600e-02          -0.036          -0.000           0.999       2.160e-03          0.9327
 320       5.388e-01      -1.322e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9272
 321       5.080e-01      -1.322e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9096
 322       4.826e-01      -1.322e+00       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8624
 323       4.640e-01      -1.322e+00       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.6807
 324       4.533e-01      -1.323e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.4688
Strip 26
 325       7.489e-01      -1.261e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 326       7.424e-01      -1.261e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 327       7.277e-01      -1.261e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7691
 328       7.055e-01      -1.261e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 329       6.772e-01      -1.260e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9125
 330       6.444e-01      -1.260e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9311
 331       6.090e-01      -1.260e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9239
 332       5.731e-01      -1.260e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9333
 333       5.388e-01      -1.260e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9285
 334       5.080e-01      -1.260e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9120
 335       4.826e-01      -1.261e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8665
 336       4.640e-01      -1.261e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6881
 337       4.533e-01      -1.261e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.4870
Strip 27
 338       7.489e-01      -1.200e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 339       7.424e-01      -1.200e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 340       7.277e-01      -1.199e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 341       7.055e-01      -1.199e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 342       6.772e-01      -1.199e+00       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9125
 343       6.444e-01      -1.199e+00       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9313
 344       6.090e-01      -1.199e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9243
 345       5.731e-01      -1.199e+00       4.600e-02          -0.036          -0.000           0.999       2.160e-03          0.9341
 346       5.388e-01      -1.199e+00       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9298
 347       5.080e-01      -1.199e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9141
 348       4.826e-01      -1.199e+00       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8698
 349       4.640e-01      -1.199e+00       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.6939
 350       4.533e-01      -1.200e+00       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5012
Strip 28
 351       7.489e-01      -1.138e+00       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4530
 352       7.424e-01      -1.138e+00       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6942
 353       7.277e-01      -1.138e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 354       7.055e-01      -1.138e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8403
 355       6.772e-01      -1.137e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9126
 356       6.444e-01      -1.137e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9316
 357       6.090e-01      -1.137e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9249
 358       5.731e-01      -1.137e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9350
 359       5.388e-01      -1.137e+00       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9311
 360       5.080e-01      -1.137e+00       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9160
 361       4.826e-01      -1.138e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8726
 362       4.640e-01      -1.138e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.6988
 363       4.533e-01      -1.138e+00       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5131
Strip 29
 364       7.489e-01      -1.077e+00       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4529
 365       7.424e-01      -1.077e+00       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6941
 366       7.277e-01      -1.076e+00       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7690
 367       7.055e-01      -1.076e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8405
 368       6.772e-01      -1.076e+00       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9129
 369       6.444e-01      -1.076e+00       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9320
 370       6.090e-01      -1.076e+00       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9254
 371       5.731e-01      -1.076e+00       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9358
 372       5.388e-01      -1.076e+00       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9323
 373       5.080e-01      -1.076e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9177
 374       4.826e-01      -1.076e+00       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8751
 375       4.640e-01      -1.076e+00       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7031
 376       4.533e-01      -1.077e+00       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5234
Strip 30
 377       7.489e-01      -1.015e+00       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4529
 378       7.424e-01      -1.015e+00       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6941
 379       7.277e-01      -1.015e+00       3.550e-02           0.178          -0.000           0.984       1.284e-03          0.7691
 380       7.055e-01      -1.015e+00       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8407
 381       6.772e-01      -1.014e+00       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9131
 382       6.444e-01      -1.014e+00       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9324
 383       6.090e-01      -1.014e+00       4.632e-02          -0.000          -0.000           1.000       2.223e-03          0.9260
 384       5.731e-01      -1.014e+00       4.600e-02          -0.036          -0.000           0.999       2.160e-03          0.9366
 385       5.388e-01      -1.014e+00       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9334
 386       5.080e-01      -1.014e+00       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9192
 387       4.826e-01      -1.015e+00       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8773
 388       4.640e-01      -1.015e+00       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7069
 389       4.533e-01      -1.015e+00       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5325
Strip 31
 390       7.489e-01      -9.536e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4529
 391       7.424e-01      -9.535e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6942
 392       7.277e-01      -9.533e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7692
 393       7.055e-01      -9.531e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8408
 394       6.772e-01      -9.529e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9134
 395       6.444e-01      -9.528e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9328
 396       6.090e-01      -9.527e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9266
 397       5.731e-01      -9.527e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9373
 398       5.388e-01      -9.528e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9344
 399       5.080e-01      -9.530e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9205
 400       4.826e-01      -9.532e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8793
 401       4.640e-01      -9.533e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7102
 402       4.533e-01      -9.535e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5405
Strip 32
 403       7.489e-01      -8.920e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4529
 404       7.424e-01      -8.920e-01       3.211e-02           0.248          -0.000           0.969       8.141e-04          0.6942
 405       7.277e-01      -8.918e-01       3.550e-02           0.178          -0.000           0.984       1.284e-03          0.7694
 406       7.055e-01      -8.916e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8410
 407       6.772e-01      -8.914e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9137
 408       6.444e-01      -8.913e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9332
 409       6.090e-01      -8.913e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9271
 410       5.731e-01      -8.913e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9380
 411       5.388e-01      -8.913e-01       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9353
 412       5.080e-01      -8.915e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9218
 413       4.826e-01      -8.917e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8811
 414       4.640e-01      -8.918e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7132
 415       4.533e-01      -8.920e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5477
Strip 33
 416       7.489e-01      -8.305e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 417       7.424e-01      -8.304e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6943
 418       7.277e-01      -8.303e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7695
 419       7.055e-01      -8.301e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8412
 420       6.772e-01      -8.300e-01       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9140
 421       6.444e-01      -8.298e-01       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9336
 422       6.090e-01      -8.298e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9276
 423       5.731e-01      -8.298e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9386
 424       5.388e-01      -8.299e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9361
 425       5.080e-01      -8.300e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9229
 426       4.826e-01      -8.302e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8828
 427       4.640e-01      -8.303e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7159
 428       4.533e-01      -8.305e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5541
Strip 34
 429       7.489e-01      -7.690e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 430       7.424e-01      -7.689e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6943
 431       7.277e-01      -7.688e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7696
 432       7.055e-01      -7.686e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8414
 433       6.772e-01      -7.685e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9142
 434       6.444e-01      -7.684e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9339
 435       6.090e-01      -7.683e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9280
 436       5.731e-01      -7.683e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9392
 437       5.388e-01      -7.684e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9369
 438       5.080e-01      -7.685e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9239
 439       4.826e-01      -7.687e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8842
 440       4.640e-01      -7.688e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7184
 441       4.533e-01      -7.690e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5599
Strip 35
 442       7.489e-01      -7.075e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4530
 443       7.424e-01      -7.074e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 444       7.277e-01      -7.073e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7697
 445       7.055e-01      -7.071e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8416
 446       6.772e-01      -7.070e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9144
 447       6.444e-01      -7.069e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9342
 448       6.090e-01      -7.069e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9284
 449       5.731e-01      -7.069e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9398
 450       5.388e-01      -7.069e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9376
 451       5.080e-01      -7.070e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9249
 452       4.826e-01      -7.072e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8855
 453       4.640e-01      -7.073e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7206
 454       4.533e-01      -7.074e-01       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5650
Strip 36
 455       7.489e-01      -6.460e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4530
 456       7.424e-01      -6.459e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6944
 457       7.277e-01      -6.458e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7698
 458       7.055e-01      -6.456e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8417
 459       6.772e-01      -6.455e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9147
 460       6.444e-01      -6.454e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9345
 461       6.090e-01      -6.454e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9288
 462       5.731e-01      -6.454e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9402
 463       5.388e-01      -6.455e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9382
 464       5.080e-01      -6.456e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9257
 465       4.826e-01      -6.457e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8867
 466       4.640e-01      -6.458e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7225
 467       4.533e-01      -6.459e-01       3.148e-02          -0.345          -0.000           0.939       2.856e-04          0.5696
Strip 37
 468       7.489e-01      -5.844e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 469       7.424e-01      -5.844e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6945
 470       7.277e-01      -5.843e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7699
 471       7.055e-01      -5.842e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8419
 472       6.772e-01      -5.840e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9149
 473       6.444e-01      -5.840e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9348
 474       6.090e-01      -5.839e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9292
 475       5.731e-01      -5.839e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9407
 476       5.388e-01      -5.840e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9387
 477       5.080e-01      -5.841e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9264
 478       4.826e-01      -5.842e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8878
 479       4.640e-01      -5.843e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7243
 480       4.533e-01      -5.844e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5738
Strip 38
 481       7.489e-01      -5.229e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4531
 482       7.424e-01      -5.229e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6945
 483       7.277e-01      -5.228e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7700
 484       7.055e-01      -5.227e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8420
 485       6.772e-01      -5.226e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9150
 486       6.444e-01      -5.225e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9350
 487       6.090e-01      -5.225e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9295
 488       5.731e-01      -5.225e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9411
 489       5.388e-01      -5.225e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9392
 490       5.080e-01      -5.226e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9271
 491       4.826e-01      -5.227e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8887
 492       4.640e-01      -5.228e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7258
 493       4.533e-01      -5.229e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5774
Strip 39
 494       7.489e-01      -4.614e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 495       7.424e-01      -4.614e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6946
 496       7.277e-01      -4.613e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7701
 497       7.055e-01      -4.612e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8421
 498       6.772e-01      -4.611e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9152
 499       6.444e-01      -4.610e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9352
 500       6.090e-01      -4.610e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9297
 501       5.731e-01      -4.610e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9414
 502       5.388e-01      -4.610e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9397
 503       5.080e-01      -4.611e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9277
 504       4.826e-01      -4.612e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8895
 505       4.640e-01      -4.613e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7271
 506       4.533e-01      -4.614e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5805
Strip 40
 507       7.489e-01      -3.999e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4531
 508       7.424e-01      -3.998e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6946
 509       7.277e-01      -3.998e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7702
 510       7.055e-01      -3.997e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8422
 511       6.772e-01      -3.996e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9153
 512       6.444e-01      -3.996e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9354
 513       6.090e-01      -3.995e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9300
 514       5.731e-01      -3.995e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9417
 515       5.388e-01      -3.996e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9401
 516       5.080e-01      -3.996e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9282
 517       4.826e-01      -3.997e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8902
 518       4.640e-01      -3.998e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7283
 519       4.533e-01      -3.999e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5833
Strip 41
 520       7.489e-01      -3.384e-01       3.032e-02           0.284          -0.000           0.959       2.797e-04          0.4531
 521       7.424e-01      -3.383e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6947
 522       7.277e-01      -3.383e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7702
 523       7.055e-01      -3.382e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8423
 524       6.772e-01      -3.381e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9155
 525       6.444e-01      -3.381e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9356
 526       6.090e-01      -3.381e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9302
 527       5.731e-01      -3.381e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9419
 528       5.388e-01      -3.381e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9404
 529       5.080e-01      -3.381e-01       4.171e-02          -0.124          -0.000           0.992       1.677e-03          0.9286
 530       4.826e-01      -3.382e-01       3.822e-02          -0.182          -0.000           0.983       1.285e-03          0.8908
 531       4.640e-01      -3.383e-01       3.450e-02          -0.263           0.000           0.965       8.174e-04          0.7293
 532       4.533e-01      -3.383e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5856
Strip 42
 533       7.489e-01      -2.768e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4532
 534       7.424e-01      -2.768e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6947
 535       7.277e-01      -2.768e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7703
 536       7.055e-01      -2.767e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8424
 537       6.772e-01      -2.767e-01       4.262e-02           0.091          -0.000           0.996       1.977e-03          0.9156
 538       6.444e-01      -2.766e-01       4.519e-02           0.043          -0.000           0.999       2.160e-03          0.9357
 539       6.090e-01      -2.766e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9303
 540       5.731e-01      -2.766e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9421
 541       5.388e-01      -2.766e-01       4.443e-02          -0.078          -0.000           0.997       1.974e-03          0.9406
 542       5.080e-01      -2.767e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9289
 543       4.826e-01      -2.767e-01       3.822e-02          -0.182           0.000           0.983       1.285e-03          0.8913
 544       4.640e-01      -2.768e-01       3.450e-02          -0.263          -0.000           0.965       8.174e-04          0.7301
 545       4.533e-01      -2.768e-01       3.148e-02          -0.345           0.000           0.939       2.856e-04          0.5875
Strip 43
 546       7.489e-01      -2.153e-01       3.032e-02           0.284           0.000           0.959       2.797e-04          0.4532
 547       7.424e-01      -2.153e-01       3.211e-02           0.248           0.000           0.969       8.141e-04          0.6947
 548       7.277e-01      -2.153e-01       3.550e-02           0.178           0.000           0.984       1.284e-03          0.7703
 549       7.055e-01      -2.152e-01       3.918e-02           0.132           0.000           0.991       1.679e-03          0.8425
 550       6.772e-01      -2.152e-01       4.262e-02           0.091           0.000           0.996       1.977e-03          0.9156
 551       6.444e-01      -2.151e-01       4.519e-02           0.043           0.000           0.999       2.160e-03          0.9358
 552       6.090e-01      -2.151e-01       4.632e-02          -0.000           0.000           1.000       2.223e-03          0.9305
 553       5.731e-01      -2.151e-01       4.600e-02          -0.036           0.000           0.999       2.160e-03          0.9423
 554       5.388e-01      -2.152e-01       4.443e-02          -0.078           0.000           0.997       1.974e-03          0.9408
 555       5.080e-01      -2.152e-01       4.171e-02          -0.124           0.000           0.992       1.677e-03          0.9292
